learner_id,resource_id,views,completion_rate,time_on_task_min,quiz_score,liked,implicit_score
U166,R053,1,0.62,15.0,85.0,0,0.4495
U166,R115,1,0.597,20.0,96.0,0,0.484
U166,R109,2,0.658,34.0,84.0,0,0.5961
U166,R100,2,0.569,20.0,76.0,0,0.507
U166,R072,1,0.553,24.0,78.0,0,0.4515
U166,R075,3,0.639,4.0,68.0,0,0.5203
U166,R020,2,0.599,23.0,83.0,0,0.5394
U166,R117,3,0.616,23.0,68.0,0,0.5836
U166,R052,2,0.571,25.0,94.0,0,0.5617
U166,R066,5,0.713,15.0,91.0,1,0.7648
U166,R086,4,0.592,14.0,70.0,0,0.6189
U166,R102,3,0.423,5.0,75.0,0,0.4839
U166,R029,2,0.696,47.0,86.0,0,0.6569
U166,R060,2,0.317,9.0,59.0,0,0.37
U167,R103,5,0.481,9.0,73.0,0,0.649
U167,R015,2,0.407,4.0,77.0,0,0.4103
U167,R077,3,0.615,29.0,70.0,0,0.6092
U167,R064,2,0.683,26.0,70.0,0,0.5453
U167,R039,1,0.765,16.0,84.0,1,0.4874
U167,R017,4,0.497,19.0,63.0,0,0.5993
U167,R119,4,0.531,26.0,85.0,0,0.6773
U167,R061,3,0.775,24.0,65.0,1,0.621
U167,R073,4,0.387,17.0,60.0,0,0.5586
U167,R052,5,0.657,23.0,86.0,1,0.7699
U167,R071,1,0.615,4.0,78.0,0,0.3943
U168,R108,2,0.578,7.0,89.0,0,0.488
U168,R021,2,0.831,32.0,97.0,1,0.6581
U168,R103,5,0.798,33.0,96.0,1,0.8615
U168,R084,5,0.498,20.0,94.0,0,0.7352
U168,R062,2,0.587,29.0,100.0,0,0.5922
U168,R053,5,0.659,24.0,100.0,1,0.802
U168,R120,3,0.617,14.0,82.0,0,0.5792
U168,R074,2,0.573,10.0,100.0,0,0.5196
U168,R091,1,0.569,4.0,100.0,0,0.4268
U168,R115,4,0.782,10.0,98.0,1,0.7079
U168,R070,2,0.635,16.0,100.0,0,0.5569
U168,R086,2,0.689,16.0,92.0,0,0.5544
U169,R072,4,0.433,27.0,72.0,0,0.6304
U169,R044,2,0.78,36.0,64.0,0,0.5939
U169,R013,3,0.561,4.0,72.0,0,0.5088
U169,R090,4,0.77,47.0,87.0,1,0.8174
U169,R023,2,0.569,28.0,56.0,0,0.4961
U169,R115,3,0.85,19.0,65.0,1,0.6216
U169,R054,4,0.665,10.0,64.0,1,0.6106
U169,R019,2,0.861,49.0,68.0,1,0.6694
U169,R021,1,0.774,27.0,71.0,1,0.5037
U169,R100,2,0.691,21.0,68.0,0,0.5251
U169,R064,4,0.683,38.0,85.0,1,0.7589
U169,R106,3,0.563,15.0,52.0,0,0.5093
U169,R094,4,0.527,12.0,69.0,0,0.5934
U169,R016,4,0.574,14.0,72.0,0,0.6184
U169,R047,5,0.608,17.0,58.0,0,0.6798
U169,R117,2,0.556,18.0,73.0,0,0.4905
U169,R042,2,0.84,40.0,72.0,1,0.6395
U169,R052,5,0.615,22.0,61.0,0,0.7058
U169,R078,1,0.365,9.0,67.0,0,0.328
U169,R112,2,0.607,27.0,67.0,0,0.5239
U169,R041,1,0.487,18.0,60.0,0,0.3772
U170,R041,3,0.502,21.0,60.0,0,0.5319
U170,R069,2,0.625,16.0,51.0,0,0.4564
U170,R009,4,0.67,27.0,61.0,1,0.6677
U170,R056,1,0.794,35.0,82.0,1,0.5598
U170,R094,3,0.175,4.0,56.0,0,0.3803
U170,R018,4,0.728,21.0,83.0,1,0.7044
U170,R072,2,0.676,29.0,70.0,0,0.5545
U170,R078,5,0.304,5.0,40.0,0,0.5242
U170,R103,3,0.652,26.0,54.0,0,0.5755
U170,R016,2,0.556,4.0,66.0,0,0.4255
U170,R062,3,0.745,29.0,43.0,0,0.5877
U170,R117,1,0.515,25.0,75.0,0,0.4397
U170,R039,3,0.744,12.0,66.0,0,0.5716
U170,R070,5,0.779,24.0,64.0,1,0.76
U170,R054,2,0.733,7.0,71.0,0,0.4907
U170,R064,5,0.883,47.0,74.0,1,0.8897
U170,R077,1,0.908,22.0,66.0,1,0.509
U170,R048,2,0.627,23.0,72.0,0,0.5244
U171,R099,2,0.425,13.0,45.0,0,0.3835
U171,R010,4,0.458,28.0,64.0,0,0.6243
U171,R098,1,0.466,16.0,46.0,0,0.3367
U171,R060,2,0.372,4.0,61.0,0,0.3695
U171,R015,4,0.232,9.0,67.0,0,0.5047
U171,R014,3,0.531,11.0,49.0,0,0.4808
U171,R111,4,0.559,17.0,63.0,0,0.6076
U171,R057,4,0.789,30.0,72.0,1,0.7303
U171,R096,3,0.79,27.0,51.0,0,0.6077
U171,R031,1,0.608,25.0,70.0,0,0.4529
U171,R089,4,0.508,14.0,58.0,0,0.5739
U172,R082,4,0.898,51.0,87.0,1,0.864
U172,R008,3,0.513,4.0,74.0,0,0.5008
U172,R098,2,0.642,31.0,68.0,0,0.5492
U172,R049,3,0.474,24.0,52.0,0,0.5198
U172,R055,2,0.502,6.0,67.0,0,0.4213
U172,R028,2,0.558,18.0,82.0,0,0.509
U172,R009,1,0.382,13.0,60.0,0,0.3328
U172,R103,5,0.625,22.0,73.0,0,0.7322
U172,R033,1,0.601,29.0,77.0,0,0.4797
U172,R054,5,0.919,13.0,82.0,1,0.791
U172,R059,3,0.694,4.0,57.0,0,0.512
U172,R031,4,0.506,16.0,71.0,0,0.6067
U172,R050,1,0.615,18.0,64.0,0,0.4172
U173,R044,4,0.627,34.0,65.0,0,0.6904
U173,R071,1,0.295,4.0,73.0,0,0.3043
U173,R011,2,0.59,10.0,79.0,0,0.4819
U173,R114,3,0.809,11.0,77.0,1,0.6063
U173,R049,3,0.581,22.0,56.0,0,0.5472
U173,R119,1,0.685,30.0,83.0,0,0.5163
U173,R066,4,0.534,22.0,66.0,0,0.6255
U173,R059,2,0.507,4.0,66.0,0,0.4133
U173,R077,4,0.588,10.0,65.0,0,0.5934
U174,R101,2,0.688,26.0,75.0,0,0.5565
U174,R087,1,0.65,23.0,94.0,0,0.5041
U174,R013,3,0.664,22.0,79.0,0,0.614
U174,R052,2,0.645,31.0,100.0,0,0.614
U174,R045,3,0.465,6.0,68.0,0,0.4841
U174,R061,3,0.634,30.0,82.0,0,0.6416
U174,R016,4,0.544,13.0,69.0,0,0.6013
U174,R107,3,0.611,18.0,87.0,0,0.6022
U174,R099,2,0.67,12.0,85.0,0,0.5211
U174,R069,3,0.536,6.0,87.0,0,0.5398
U174,R014,5,0.697,14.0,62.0,1,0.6992
U174,R058,4,0.47,21.0,64.0,0,0.6019
U174,R114,2,0.604,18.0,76.0,0,0.5085
U174,R018,1,0.514,21.0,67.0,0,0.4089
U174,R063,1,0.337,16.0,77.0,0,0.3664
U174,R051,3,0.559,31.0,93.0,0,0.6485
U174,R060,4,0.498,22.0,65.0,0,0.6145
U174,R074,3,0.64,25.0,79.0,0,0.6189
U174,R048,2,0.685,13.0,91.0,0,0.5405
U175,R019,4,0.522,27.0,60.0,0,0.6287
U175,R067,5,0.762,38.0,85.0,1,0.8487
U175,R115,4,0.528,4.0,68.0,0,0.5625
U175,R105,1,0.725,4.0,85.0,0,0.4358
U175,R114,4,0.614,27.0,83.0,0,0.6977
U175,R078,1,0.558,16.0,62.0,0,0.3917
U175,R111,4,0.667,23.0,68.0,1,0.6664
U175,R023,3,0.612,28.0,90.0,0,0.6448
U175,R094,4,0.675,15.0,76.0,1,0.6553
U175,R116,2,0.621,29.0,74.0,0,0.5487
U175,R055,2,0.722,10.0,71.0,0,0.4989
U175,R072,1,0.655,35.0,80.0,0,0.521
U175,R095,3,0.598,34.0,81.0,0,0.6451
U175,R108,5,0.659,16.0,77.0,1,0.7269
U175,R027,5,0.685,19.0,63.0,1,0.7163
U175,R070,2,0.617,32.0,77.0,0,0.5646
U176,R106,2,0.472,14.0,75.0,0,0.4589
U176,R004,1,0.624,4.0,91.0,0,0.4225
U176,R111,5,0.492,6.0,95.0,0,0.6848
U176,R091,4,0.763,5.0,84.0,1,0.6569
U176,R097,4,0.91,29.0,76.0,1,0.765
U176,R057,1,0.673,35.0,93.0,0,0.5515
U176,R007,2,0.661,18.0,86.0,0,0.5427
U176,R117,3,0.473,20.0,78.0,0,0.557
U176,R089,1,0.527,10.0,65.0,0,0.3681
U176,R093,4,0.782,30.0,81.0,1,0.7466
U176,R103,3,0.487,12.0,86.0,0,0.5474
U176,R110,3,0.636,11.0,77.0,0,0.563
U176,R064,2,0.719,32.0,84.0,0,0.6041
U176,R092,3,0.698,34.0,60.0,0,0.6281
U177,R030,4,0.617,20.0,66.0,0,0.639
U177,R060,2,0.578,8.0,60.0,0,0.4336
U177,R051,1,0.441,24.0,69.0,0,0.4055
U177,R042,2,0.702,35.0,79.0,0,0.6008
U177,R102,2,0.593,10.0,74.0,0,0.4726
U177,R113,3,0.617,35.0,68.0,0,0.6275
U177,R112,1,0.569,27.0,68.0,0,0.4464
U177,R085,2,0.723,21.0,82.0,0,0.5611
U177,R037,3,0.541,12.0,78.0,0,0.5449
U177,R062,4,0.628,30.0,85.0,0,0.7161
U177,R119,5,1.0,52.0,55.0,1,0.8991
U177,R048,2,0.457,9.0,80.0,0,0.447
U177,R095,4,0.783,30.0,86.0,1,0.7568
U177,R057,5,0.501,22.0,67.0,0,0.6892
U177,R066,3,0.771,28.0,82.0,1,0.6686
U177,R105,4,0.706,7.0,70.0,1,0.622
U177,R052,4,0.529,19.0,85.0,0,0.6513
U178,R020,1,0.751,20.0,100.0,1,0.5305
U178,R095,5,0.64,13.0,75.0,0,0.7073
U178,R096,3,0.675,29.0,100.0,0,0.6842
U178,R054,5,0.913,10.0,91.0,1,0.7966
U178,R052,2,0.448,19.0,84.0,0,0.4891
U178,R093,4,0.816,25.0,96.0,1,0.7669
U178,R065,5,0.751,4.0,100.0,1,0.7523
U178,R087,5,0.371,11.0,87.0,0,0.6568
U178,R062,4,0.815,33.0,100.0,1,0.8038
U178,R075,3,0.758,4.0,85.0,1,0.584
U179,R092,4,0.722,29.0,71.0,1,0.708
U179,R086,4,0.5,12.0,80.0,0,0.6086
U179,R005,5,0.676,30.0,84.0,1,0.7961
U179,R061,5,0.487,18.0,67.0,0,0.6712
U179,R031,1,0.662,19.0,84.0,0,0.4726
U179,R075,3,0.333,5.0,65.0,0,0.4414
U179,R008,5,0.515,4.0,71.0,0,0.6353
U179,R096,1,0.641,29.0,59.0,0,0.4537
U179,R088,3,0.792,38.0,50.0,0,0.6462
U179,R083,4,0.578,6.0,62.0,0,0.5703
U179,R006,4,0.482,4.0,59.0,0,0.533
U179,R067,3,0.47,28.0,70.0,0,0.5693
U179,R115,4,0.721,20.0,79.0,1,0.691
U179,R016,3,0.473,13.0,68.0,0,0.5115
U179,R076,4,0.695,18.0,77.0,1,0.6732
U179,R060,1,0.392,6.0,65.0,0,0.3198
U179,R071,3,0.642,10.0,73.0,0,0.5529
U179,R085,2,0.662,4.0,77.0,0,0.474
U179,R098,5,0.684,23.0,84.0,1,0.7726
U179,R037,2,0.727,13.0,88.0,0,0.545
U180,R007,4,0.516,10.0,88.0,0,0.6214
U180,R058,1,0.88,29.0,100.0,1,0.5955
U180,R040,2,0.578,17.0,100.0,0,0.5463
U180,R011,2,0.465,10.0,85.0,0,0.4626
U180,R078,3,0.584,17.0,100.0,0,0.6178
U180,R093,4,0.912,32.0,100.0,1,0.8244
U180,R086,2,0.578,4.0,100.0,0,0.499
U180,R068,3,0.696,16.0,100.0,0,0.6422
U180,R010,4,0.867,40.0,90.0,1,0.8222
U180,R062,3,0.676,36.0,100.0,0,0.7099
U180,R101,4,0.531,24.0,100.0,0,0.7
U180,R033,2,0.445,26.0,95.0,0,0.5358
U180,R075,3,0.405,4.0,82.0,0,0.4898
U180,R056,2,0.451,23.0,100.0,0,0.5364
U180,R066,2,0.823,31.0,100.0,1,0.6585
U180,R080,3,0.618,8.0,88.0,0,0.5696
U180,R048,3,0.4,10.0,100.0,0,0.5464
